Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,EmployeeSalary,EmployeeRevenue,PercentSalaryHike,PerformanceRating,StandardHours,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age<=25,Age>=55,ROI
45,No,Sales,11,Undergraduate,Life Sciences,1045,Very Satisfied,Female,Senior,Manager,Very Satisfied,Married,17650,5404,13,3,40,4,4,9,False,False,-69.38243626062322
32,No,Research & Development,29,Professional Certification,Medical,1046,Very Satisfied,Female,Entry-level,Laboratory Technician,Satisfied,Single,4025,11135,12,3,40,2,3,8,False,False,176.64596273291926
34,No,Sales,1,Professional Certification,Marketing,1047,Neutral,Male,Junior,Sales Executive,Very Satisfied,Divorced,9725,12278,11,3,40,2,2,15,False,False,26.25192802056555
59,No,Sales,1,Undergraduate,Technical Degree,1048,Neutral,Male,Mid-level,Manager,Very Satisfied,Married,11904,11038,14,3,40,1,1,6,False,True,-7.27486559139785
45,No,Human Resources,24,Professional Certification,Medical,1049,Neutral,Male,Entry-level,Human Resources,Neutral,Single,2177,8318,16,3,40,3,3,6,False,False,282.0854386770785
53,No,Sales,2,Postgraduate,Marketing,1050,Satisfied,Female,Mid-level,Sales Executive,Neutral,Married,7525,23537,12,3,40,2,3,15,False,False,212.7840531561462
36,Yes,Research & Development,15,Postgraduate,Other,1052,Dissatisfied,Male,Junior,Laboratory Technician,Satisfied,Divorced,4834,7858,14,3,40,3,2,1,False,False,62.55688870500621
26,Yes,Research & Development,2,Postgraduate,Life Sciences,1053,Dissatisfied,Male,Entry-level,Research Scientist,Dissatisfied,Married,2042,15346,14,3,40,2,3,3,False,False,651.5181194906954
34,No,Sales,10,Professional Certification,Life Sciences,1055,Satisfied,Female,Entry-level,Sales Representative,Satisfied,Married,2220,18410,19,3,40,2,3,1,False,False,729.2792792792793
28,No,Sales,10,High School,Medical,1056,Very Satisfied,Male,Entry-level,Sales Representative,Neutral,Married,1052,23384,22,4,40,5,3,1,False,False,2122.813688212928
38,No,Research & Development,3,Professional Certification,Other,1060,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Married,2821,2997,16,3,40,2,3,2,False,False,6.238922367954626
50,No,Research & Development,2,Professional Certification,Medical,1061,Neutral,Male,Executive,Research Director,Satisfied,Married,19237,12853,11,3,40,2,2,8,False,False,-33.18604772053855
37,No,Research & Development,3,Postgraduate,Other,1062,Very Satisfied,Female,Junior,Healthcare Representative,Neutral,Single,4107,13848,15,3,40,3,2,4,False,False,237.18042366691017
40,No,Sales,26,Postgraduate,Marketing,1066,Satisfied,Male,Junior,Sales Executive,Dissatisfied,Married,8396,22217,14,3,40,3,2,7,False,False,164.6141019533111
26,No,Research & Development,1,High School,Medical,1068,Dissatisfied,Female,Entry-level,Research Scientist,Satisfied,Divorced,2007,25265,13,3,40,5,3,5,False,False,1158.8440458395614
46,No,Research & Development,1,Professional Certification,Medical,1069,Very Satisfied,Male,Executive,Research Director,Very Satisfied,Divorced,19627,21445,17,3,40,0,3,2,False,False,9.262750292963775
54,No,Sales,2,Professional Certification,Life Sciences,1070,Satisfied,Female,Mid-level,Sales Executive,Satisfied,Married,10686,8392,11,3,40,4,3,9,False,False,-21.467340445442634
56,No,Research & Development,9,Postgraduate,Medical,1071,Dissatisfied,Female,Entry-level,Research Scientist,Satisfied,Married,2942,12154,19,3,40,4,3,5,False,True,313.1203263086336
36,No,Research & Development,12,Other,Medical,1073,Very Satisfied,Female,Mid-level,Manufacturing Director,Very Satisfied,Single,8858,15669,11,3,40,2,2,14,False,False,76.89094603748025
55,No,Research & Development,2,High School,Medical,1074,Satisfied,Male,Senior,Manager,Dissatisfied,Single,16756,17323,15,3,40,3,4,9,False,True,3.3838624970159943
43,No,Sales,25,Postgraduate,Medical,1076,Satisfied,Male,Mid-level,Sales Executive,Very Satisfied,Divorced,10798,5268,13,3,40,5,3,1,False,False,-51.2131876273384
20,Yes,Sales,9,Postgraduate,Marketing,1077,Very Satisfied,Female,Entry-level,Sales Representative,Very Satisfied,Single,2323,17205,14,3,40,3,3,2,True,False,640.6371071889797
21,Yes,Research & Development,10,Postgraduate,Life Sciences,1079,Satisfied,Female,Entry-level,Laboratory Technician,Dissatisfied,Single,1416,17258,13,3,40,6,2,1,True,False,1118.7853107344633
46,No,Research & Development,8,Professional Certification,Life Sciences,1080,Very Satisfied,Female,Junior,Research Scientist,Dissatisfied,Divorced,4615,21029,23,4,40,2,3,16,False,False,355.6663055254604
51,Yes,Research & Development,4,Professional Certification,Life Sciences,1081,Dissatisfied,Male,Entry-level,Research Scientist,Satisfied,Married,2461,10332,12,3,40,2,4,10,False,False,319.8293376676148
28,Yes,Research & Development,24,Undergraduate,Technical Degree,1082,Neutral,Male,Mid-level,Healthcare Representative,Dissatisfied,Single,8722,12355,12,3,40,2,2,10,False,False,41.65329052969503
26,No,Research & Development,1,Undergraduate,Medical,1083,Dissatisfied,Male,Entry-level,Laboratory Technician,Dissatisfied,Married,3955,11141,16,3,40,2,3,5,False,False,181.69405815423514
30,No,Research & Development,20,Postgraduate,Other,1084,Satisfied,Male,Junior,Manufacturing Director,Dissatisfied,Married,9957,9096,15,3,40,1,2,6,False,False,-8.647182886411569
41,No,Research & Development,7,Undergraduate,Technical Degree,1085,Neutral,Female,Entry-level,Research Scientist,Satisfied,Married,3376,18863,13,3,40,3,3,10,False,False,458.73815165876783
38,No,Research & Development,17,High School,Life Sciences,1088,Satisfied,Female,Mid-level,Healthcare Representative,Satisfied,Married,8823,24608,18,3,40,4,2,19,False,False,178.9074011107333
40,No,Research & Development,20,Professional Certification,Technical Degree,1092,Dissatisfied,Male,Mid-level,Healthcare Representative,Very Satisfied,Married,10322,26542,20,4,40,6,3,11,False,False,157.14008913001356
27,No,Research & Development,8,Other,Life Sciences,1094,Dissatisfied,Male,Entry-level,Laboratory Technician,Satisfied,Married,4621,5869,19,3,40,4,3,3,False,False,27.00714131140446
55,No,Research & Development,2,High School,Life Sciences,1096,Very Satisfied,Male,Mid-level,Manufacturing Director,Neutral,Married,10976,15813,18,3,40,4,3,3,False,True,44.06887755102041
28,No,Research & Development,10,Postgraduate,Other,1097,Satisfied,Female,Junior,Research Scientist,Satisfied,Single,3660,7909,13,3,40,4,4,8,False,False,116.09289617486338
44,Yes,Human Resources,1,Undergraduate,Medical,1098,Neutral,Male,Mid-level,Human Resources,Dissatisfied,Married,10482,2326,14,3,40,1,3,20,False,False,-77.80957832474719
33,No,Research & Development,5,Postgraduate,Life Sciences,1099,Very Satisfied,Male,Mid-level,Healthcare Representative,Very Satisfied,Divorced,7119,21214,15,3,40,2,3,3,False,False,197.99129091164488
35,Yes,Sales,4,Postgraduate,Technical Degree,1100,Very Satisfied,Male,Mid-level,Sales Executive,Dissatisfied,Single,9582,10333,22,4,40,2,3,8,False,False,7.837612189522021
33,Yes,Research & Development,29,Professional Certification,Medical,1101,Dissatisfied,Female,Junior,Research Scientist,Satisfied,Single,4508,3129,22,4,40,4,3,13,False,False,-30.59006211180124
28,No,Research & Development,15,Undergraduate,Life Sciences,1102,Dissatisfied,Male,Entry-level,Laboratory Technician,Satisfied,Divorced,2207,22482,16,3,40,5,2,4,False,False,918.667874943362
34,No,Research & Development,3,High School,Life Sciences,1103,Dissatisfied,Male,Junior,Healthcare Representative,Very Satisfied,Single,7756,22266,17,3,40,1,2,6,False,False,187.0809695719443
37,No,Sales,10,Professional Certification,Life Sciences,1105,Very Satisfied,Female,Junior,Sales Executive,Very Satisfied,Divorced,6694,24223,14,3,40,5,3,1,False,False,261.86136838960266
25,Yes,Research & Development,4,High School,Technical Degree,1106,Very Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,3691,4605,15,3,40,3,4,7,True,False,24.762936873476026
26,Yes,Research & Development,21,Postgraduate,Medical,1107,Dissatisfied,Male,Entry-level,Laboratory Technician,Satisfied,Divorced,2377,19373,20,4,40,0,2,1,False,False,715.0189314261675
33,Yes,Research & Development,25,Postgraduate,Medical,1108,Dissatisfied,Male,Entry-level,Research Scientist,Neutral,Single,2313,2993,20,4,40,0,3,2,False,False,29.399048854301775
42,No,Research & Development,2,Undergraduate,Medical,1109,Very Satisfied,Male,Senior,Manager,Dissatisfied,Married,17665,14399,17,3,40,3,3,22,False,False,-18.488536654401358
28,Yes,Research & Development,1,Postgraduate,Medical,1111,Dissatisfied,Male,Entry-level,Laboratory Technician,Neutral,Divorced,2596,7160,15,3,40,2,3,1,False,False,175.80893682588598
50,Yes,Sales,1,Professional Certification,Other,1113,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Single,4728,17251,14,3,40,4,3,0,False,False,264.8688663282572
33,No,Sales,7,Postgraduate,Life Sciences,1114,Very Satisfied,Female,Junior,Sales Executive,Neutral,Married,4302,13401,17,3,40,3,3,3,False,False,211.50627615062763
34,No,Research & Development,3,Professional Certification,Life Sciences,1115,Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Married,2979,22478,17,3,40,2,3,0,False,False,654.5485062101377
48,No,Research & Development,1,Professional Certification,Medical,1116,Dissatisfied,Male,Senior,Manager,Very Satisfied,Single,16885,16154,22,4,40,3,2,5,False,False,-4.329286348830323
45,No,Sales,9,Professional Certification,Life Sciences,1117,Neutral,Female,Junior,Sales Executive,Satisfied,Married,5593,17970,13,3,40,2,3,15,False,False,221.29447523690325
52,No,Research & Development,7,Professional Certification,Life Sciences,1118,Neutral,Male,Mid-level,Healthcare Representative,Neutral,Single,10445,15322,19,3,40,4,3,8,False,False,46.69219722355194
38,No,Sales,10,Professional Certification,Marketing,1119,Satisfied,Male,Mid-level,Sales Executive,Satisfied,Divorced,8740,5569,14,3,40,2,3,8,False,False,-36.28146453089245
29,No,Research & Development,28,Professional Certification,Life Sciences,1120,Satisfied,Female,Entry-level,Research Scientist,Very Satisfied,Divorced,2514,26968,22,4,40,1,3,7,False,False,972.7128082736675
28,No,Research & Development,3,Postgraduate,Medical,1121,Very Satisfied,Female,Mid-level,Manufacturing Director,Neutral,Divorced,7655,8039,17,3,40,3,2,9,False,False,5.016329196603527
46,No,Sales,3,High School,Marketing,1124,Dissatisfied,Male,Senior,Manager,Satisfied,Married,17465,15596,12,3,40,3,3,12,False,False,-10.701402805611222
38,No,Sales,2,Undergraduate,Marketing,1125,Very Satisfied,Male,Mid-level,Sales Executive,Neutral,Single,7351,20619,16,3,40,2,3,1,False,False,180.4924500068018
43,No,Research & Development,27,Postgraduate,Life Sciences,1126,Satisfied,Female,Mid-level,Manufacturing Director,Dissatisfied,Married,10820,11535,11,3,40,1,3,8,False,False,6.608133086876156
39,Yes,Research & Development,2,Postgraduate,Life Sciences,1127,Dissatisfied,Male,Senior,Healthcare Representative,Very Satisfied,Divorced,12169,13547,11,3,40,4,3,18,False,False,11.32385569890706
40,No,Research & Development,14,Postgraduate,Medical,1128,Satisfied,Male,Executive,Research Director,Satisfied,Single,19626,17544,14,3,40,2,4,20,False,False,-10.60837664322837
21,No,Research & Development,1,High School,Technical Degree,1131,Very Satisfied,Female,Entry-level,Research Scientist,Neutral,Single,2070,25326,11,3,40,6,4,2,True,False,1123.4782608695652
39,No,Research & Development,9,Postgraduate,Life Sciences,1132,Satisfied,Male,Junior,Laboratory Technician,Neutral,Single,6782,8770,15,3,40,2,2,5,False,False,29.31288705396638
36,No,Research & Development,18,Professional Certification,Life Sciences,1133,Dissatisfied,Male,Junior,Manufacturing Director,Very Satisfied,Single,7779,23238,20,4,40,0,3,11,False,False,198.7273428461242
31,No,Sales,20,Postgraduate,Life Sciences,1135,Satisfied,Male,Entry-level,Sales Representative,Very Satisfied,Married,2791,21981,12,3,40,4,3,2,False,False,687.5671802221426
28,No,Research & Development,2,High School,Life Sciences,1136,Dissatisfied,Male,Entry-level,Research Scientist,Neutral,Married,3201,19911,17,3,40,2,1,5,False,False,522.0243673851921
35,No,Sales,11,Undergraduate,Marketing,1137,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,4968,18500,11,3,40,3,3,5,False,False,272.38325281803543
49,No,Sales,8,Professional Certification,Technical Degree,1138,Very Satisfied,Male,Senior,Sales Executive,Neutral,Married,13120,11879,17,3,40,3,3,9,False,False,-9.458841463414634
34,No,Research & Development,2,Undergraduate,Life Sciences,1140,Very Satisfied,Male,Junior,Manufacturing Director,Satisfied,Single,4033,15834,11,3,40,3,2,3,False,False,292.6109595834367
29,No,Research & Development,10,Postgraduate,Life Sciences,1143,Very Satisfied,Female,Entry-level,Research Scientist,Neutral,Divorced,3291,17940,14,3,40,2,2,7,False,False,445.12306289881496
42,No,Research & Development,29,Postgraduate,Medical,1148,Neutral,Male,Junior,Laboratory Technician,Very Satisfied,Single,4272,9558,19,3,40,3,3,1,False,False,123.73595505617978
29,No,Research & Development,8,High School,Medical,1150,Neutral,Male,Junior,Manufacturing Director,Very Satisfied,Married,5056,17689,15,3,40,2,2,10,False,False,249.8615506329114
38,No,Human Resources,1,Postgraduate,Human Resources,1152,Satisfied,Male,Entry-level,Human Resources,Satisfied,Married,2844,6004,13,3,40,2,4,7,False,False,111.11111111111111
28,No,Research & Development,6,Postgraduate,Life Sciences,1154,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Divorced,2703,22088,14,3,40,2,3,3,False,False,717.1661117277099
18,Yes,Research & Development,8,High School,Medical,1156,Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,1904,13556,12,3,40,0,3,0,True,False,611.9747899159663
33,Yes,Sales,9,Professional Certification,Marketing,1157,Dissatisfied,Female,Junior,Sales Executive,Dissatisfied,Single,8224,18385,17,3,40,3,3,5,False,False,123.55301556420233
41,No,Research & Development,12,Professional Certification,Life Sciences,1158,Neutral,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,4766,9051,11,3,40,4,3,1,False,False,89.90767939571968
31,Yes,Research & Development,15,Postgraduate,Medical,1160,Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Married,2610,6233,12,3,40,5,2,2,False,False,138.81226053639847
37,No,Research & Development,25,Undergraduate,Medical,1161,Satisfied,Female,Junior,Healthcare Representative,Very Satisfied,Divorced,5731,17171,13,3,40,2,3,6,False,False,199.61612284069096
27,No,Research & Development,6,Postgraduate,Life Sciences,1162,Very Satisfied,Male,Entry-level,Research Scientist,Satisfied,Married,2539,7950,13,3,40,0,3,4,False,False,213.1153997636865
34,No,Sales,9,High School,Life Sciences,1163,Neutral,Female,Junior,Sales Executive,Satisfied,Married,5714,5829,20,4,40,3,2,6,False,False,2.0126006300315016
35,No,Human Resources,8,Professional Certification,Technical Degree,1164,Satisfied,Male,Entry-level,Human Resources,Satisfied,Single,4323,7108,17,3,40,2,1,5,False,False,64.42285449919038
29,Yes,Sales,23,High School,Life Sciences,1165,Very Satisfied,Female,Mid-level,Sales Executive,Dissatisfied,Married,7336,11162,13,3,40,3,1,11,False,False,52.15376226826608
40,No,Research & Development,9,Professional Certification,Medical,1166,Neutral,Female,Mid-level,Research Director,Satisfied,Single,13499,13782,17,3,40,3,2,18,False,False,2.096451589006593
42,Yes,Sales,12,Postgraduate,Life Sciences,1167,Satisfied,Male,Senior,Sales Executive,Dissatisfied,Single,13758,2447,12,3,40,2,2,21,False,False,-82.21398459078354
42,No,Sales,4,Professional Certification,Marketing,1171,Neutral,Male,Junior,Sales Executive,Dissatisfied,Single,5155,2253,13,3,40,3,4,6,False,False,-56.29485935984481
35,No,Research & Development,1,Professional Certification,Medical,1172,Very Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Married,2258,16340,12,3,40,2,3,8,False,False,623.6492471213463
24,No,Research & Development,24,Postgraduate,Medical,1173,Very Satisfied,Male,Entry-level,Laboratory Technician,Neutral,Single,3597,6409,22,4,40,2,3,4,True,False,78.17625799277175
28,Yes,Research & Development,12,High School,Life Sciences,1175,Satisfied,Female,Entry-level,Laboratory Technician,Very Satisfied,Married,2515,22955,11,3,40,4,2,1,False,False,812.7236580516899
26,No,Research & Development,3,Professional Certification,Medical,1177,Dissatisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,4420,13421,22,4,40,2,3,8,False,False,203.64253393665157
30,No,Sales,10,Postgraduate,Marketing,1179,Satisfied,Male,Junior,Sales Executive,Satisfied,Married,6578,2706,18,3,40,3,3,10,False,False,-58.862876254180605
40,No,Research & Development,26,Undergraduate,Medical,1180,Satisfied,Female,Junior,Research Scientist,Very Satisfied,Married,4422,21203,13,3,40,3,1,1,False,False,379.4889190411578
35,No,Research & Development,2,Postgraduate,Life Sciences,1182,Satisfied,Male,Mid-level,Manufacturing Director,Neutral,Divorced,10274,19588,18,3,40,2,4,7,False,False,90.65602491726689
34,No,Research & Development,1,Postgraduate,Medical,1184,Very Satisfied,Male,Junior,Healthcare Representative,Dissatisfied,Single,5343,25755,20,4,40,3,3,13,False,False,382.0325659741718
35,No,Research & Development,4,Professional Certification,Other,1185,Very Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,2376,26537,13,3,40,2,4,2,False,False,1016.8771043771043
43,Yes,Sales,9,Postgraduate,Marketing,1188,Dissatisfied,Female,Junior,Sales Executive,Satisfied,Single,5346,9489,13,3,40,2,2,4,False,False,77.49719416386083
32,No,Sales,2,High School,Life Sciences,1190,Satisfied,Female,Entry-level,Sales Representative,Dissatisfied,Divorced,2827,14947,12,3,40,3,3,1,False,False,428.72302794481783
56,No,Research & Development,4,Professional Certification,Technical Degree,1191,Very Satisfied,Female,Executive,Manager,Dissatisfied,Divorced,19943,18575,13,3,40,2,3,5,False,True,-6.859549716692574
29,No,Research & Development,6,High School,Medical,1192,Neutral,Female,Entry-level,Laboratory Technician,Very Satisfied,Married,3131,26342,13,3,40,5,3,10,False,False,741.3286489939317
19,No,Research & Development,9,Undergraduate,Life Sciences,1193,Satisfied,Male,Entry-level,Research Scientist,Dissatisfied,Single,2552,7172,25,4,40,4,3,1,True,False,181.0344827586207
45,No,Research & Development,7,Postgraduate,Medical,1195,Dissatisfied,Female,Entry-level,Research Scientist,Satisfied,Married,4477,20100,19,3,40,2,2,3,False,False,348.96135805226714
37,No,Research & Development,1,Postgraduate,Life Sciences,1196,Very Satisfied,Female,Junior,Manufacturing Director,Very Satisfied,Married,6474,9961,13,3,40,2,2,14,False,False,53.86160024714242
20,No,Research & Development,3,Postgraduate,Life Sciences,1198,Dissatisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,3033,12828,12,3,40,2,2,2,True,False,322.9475766567754
44,Yes,Research & Development,10,Professional Certification,Life Sciences,1200,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Single,2936,10826,11,3,40,4,3,6,False,False,268.732970027248
53,No,Research & Development,7,Undergraduate,Medical,1201,Very Satisfied,Female,Executive,Manager,Satisfied,Divorced,18606,18640,18,3,40,6,3,7,False,False,0.18273675158551006
29,No,Research & Development,15,High School,Life Sciences,1202,Neutral,Female,Entry-level,Research Scientist,Very Satisfied,Married,2168,26933,18,3,40,2,2,5,False,False,1142.2970479704795
22,Yes,Research & Development,3,Professional Certification,Life Sciences,1203,Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Married,2853,4223,11,3,40,5,3,0,True,False,48.01962846126884
46,No,Sales,2,Postgraduate,Marketing,1204,Satisfied,Female,Senior,Manager,Dissatisfied,Married,17048,24097,23,4,40,2,3,26,False,False,41.34795870483341
44,No,Research & Development,17,Postgraduate,Life Sciences,1206,Very Satisfied,Male,Entry-level,Research Scientist,Satisfied,Single,2290,4279,13,3,40,3,3,0,False,False,86.85589519650655
33,No,Human Resources,2,Postgraduate,Human Resources,1207,Neutral,Male,Entry-level,Human Resources,Satisfied,Married,3600,8429,13,3,40,2,3,5,False,False,134.13888888888889
41,Yes,Research & Development,5,Undergraduate,Life Sciences,1210,Dissatisfied,Male,Entry-level,Research Scientist,Dissatisfied,Divorced,2107,20293,17,3,40,2,1,1,False,False,863.12292358804
30,No,Sales,29,Professional Certification,Life Sciences,1211,Satisfied,Male,Junior,Sales Executive,Dissatisfied,Divorced,4115,13192,19,3,40,3,3,4,False,False,220.58323207776428
40,No,Sales,2,Professional Certification,Medical,1212,Neutral,Male,Junior,Sales Executive,Neutral,Married,4327,25440,12,3,40,2,3,0,False,False,487.9362144672983
50,No,Research & Development,2,Postgraduate,Medical,1215,Very Satisfied,Female,Senior,Manager,Dissatisfied,Married,17856,9490,22,4,40,3,3,2,False,False,-46.852598566308245
28,No,Research & Development,19,Professional Certification,Medical,1216,Very Satisfied,Male,Entry-level,Laboratory Technician,Dissatisfied,Married,3196,12449,12,3,40,2,3,6,False,False,289.51814768460576
46,No,Research & Development,15,Undergraduate,Life Sciences,1217,Very Satisfied,Male,Executive,Research Director,Neutral,Married,19081,10849,11,3,40,2,3,4,False,False,-43.142392956344004
35,No,Sales,17,Professional Certification,Life Sciences,1218,Satisfied,Male,Junior,Sales Executive,Dissatisfied,Married,8966,21026,15,3,40,2,3,7,False,False,134.50814186928397
24,Yes,Research & Development,17,Undergraduate,Life Sciences,1219,Very Satisfied,Female,Entry-level,Laboratory Technician,Neutral,Married,2210,3372,13,3,40,3,1,1,True,False,52.579185520361996
33,No,Sales,25,Postgraduate,Medical,1220,Neutral,Female,Junior,Sales Executive,Satisfied,Married,4539,4905,12,3,40,3,2,10,False,False,8.06345009914078
36,No,Research & Development,6,Professional Certification,Life Sciences,1221,Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Divorced,2741,6865,14,3,40,4,3,7,False,False,150.4560379423568
30,No,Research & Development,7,Professional Certification,Life Sciences,1224,Satisfied,Male,Junior,Laboratory Technician,Satisfied,Divorced,3491,11309,13,3,40,4,2,10,False,False,223.9472930392438
44,No,Research & Development,29,Professional Certification,Other,1225,Very Satisfied,Male,Junior,Research Scientist,Very Satisfied,Single,4541,7744,25,4,40,3,3,20,False,False,70.53512442193349
20,No,Sales,21,Postgraduate,Marketing,1226,Satisfied,Male,Entry-level,Sales Representative,Very Satisfied,Single,2678,5050,17,3,40,2,3,2,True,False,88.57356235997013
46,No,Research & Development,2,Professional Certification,Technical Degree,1228,Very Satisfied,Male,Junior,Manufacturing Director,Very Satisfied,Divorced,7379,17433,11,3,40,3,2,6,False,False,136.25152459682883
42,No,Human Resources,2,Other,Medical,1231,Very Satisfied,Male,Junior,Human Resources,Dissatisfied,Married,6272,12858,16,3,40,3,4,4,False,False,105.0063775510204
60,No,Sales,7,Professional Certification,Marketing,1233,Neutral,Male,Junior,Sales Executive,Very Satisfied,Divorced,5220,10893,18,3,40,3,3,11,False,True,108.67816091954023
32,No,Research & Development,13,Postgraduate,Other,1234,Satisfied,Female,Entry-level,Laboratory Technician,Neutral,Married,2743,7331,20,4,40,2,3,2,False,False,167.2621217644914
32,No,Research & Development,2,Undergraduate,Life Sciences,1235,Very Satisfied,Female,Junior,Research Scientist,Satisfied,Single,4998,2338,14,3,40,2,3,8,False,False,-53.221288515406165
36,No,Research & Development,1,Postgraduate,Technical Degree,1237,Satisfied,Female,Mid-level,Manufacturing Director,Dissatisfied,Divorced,10252,4235,21,4,40,2,3,7,False,False,-58.690987124463526
33,No,Research & Development,9,Postgraduate,Medical,1238,Dissatisfied,Male,Entry-level,Research Scientist,Very Satisfied,Married,2781,6311,13,3,40,5,3,14,False,False,126.93275800071918
40,No,Sales,10,Postgraduate,Technical Degree,1239,Neutral,Female,Junior,Sales Executive,Neutral,Divorced,6852,11591,12,3,40,2,4,5,False,False,69.16228838295389
25,No,Sales,10,Professional Certification,Life Sciences,1240,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,4950,20623,14,3,40,4,3,4,True,False,316.62626262626264
30,No,Research & Development,1,Postgraduate,Medical,1241,Very Satisfied,Male,Entry-level,Research Scientist,Neutral,Married,3579,9369,21,4,40,2,3,11,False,False,161.77703269069573
42,No,Research & Development,26,Other,Medical,1242,Dissatisfied,Female,Mid-level,Research Director,Dissatisfied,Married,13191,23281,17,3,40,6,3,1,False,False,76.49154726707603
35,No,Sales,8,Undergraduate,Marketing,1243,Satisfied,Female,Mid-level,Sales Executive,Very Satisfied,Married,10377,13755,11,3,40,6,2,13,False,False,32.55276091355883
27,No,Research & Development,14,Postgraduate,Life Sciences,1244,Dissatisfied,Male,Entry-level,Research Scientist,Dissatisfied,Married,2235,14377,14,3,40,3,2,9,False,False,543.2662192393736
54,No,Research & Development,1,Professional Certification,Life Sciences,1245,Very Satisfied,Female,Mid-level,Manufacturing Director,Satisfied,Divorced,10502,9659,17,3,40,2,1,5,False,False,-8.027042468101314
44,No,Research & Development,2,High School,Life Sciences,1246,Dissatisfied,Female,Entry-level,Research Scientist,Very Satisfied,Married,2011,19982,13,3,40,5,3,10,False,False,893.6350074589756
19,Yes,Research & Development,10,Postgraduate,Medical,1248,Dissatisfied,Female,Entry-level,Research Scientist,Neutral,Single,1859,6148,25,4,40,2,4,1,True,False,230.71543840774612
29,No,Research & Development,1,Postgraduate,Life Sciences,1249,Dissatisfied,Female,Entry-level,Research Scientist,Very Satisfied,Divorced,3760,5598,15,3,40,5,3,3,False,False,48.88297872340426
54,No,Research & Development,3,Postgraduate,Life Sciences,1250,Very Satisfied,Male,Senior,Research Director,Very Satisfied,Married,17779,23474,14,3,40,2,3,10,False,False,32.03217278812082
31,No,Research & Development,11,Undergraduate,Medical,1251,Satisfied,Male,Junior,Healthcare Representative,Dissatisfied,Married,6833,17089,12,3,40,2,2,6,False,False,150.09512659154106
31,No,Research & Development,24,Postgraduate,Medical,1252,Satisfied,Female,Junior,Healthcare Representative,Dissatisfied,Single,6812,17198,19,3,40,2,3,10,False,False,152.46623605402232
59,No,Sales,3,Postgraduate,Life Sciences,1254,Satisfied,Female,Junior,Sales Executive,Very Satisfied,Single,5171,16490,17,3,40,2,3,6,False,True,218.893830980468
43,No,Research & Development,3,Postgraduate,Life Sciences,1255,Satisfied,Male,Executive,Research Director,Very Satisfied,Married,19740,18625,14,3,40,2,3,8,False,False,-5.648429584599798
49,No,Research & Development,4,Undergraduate,Medical,1256,Dissatisfied,Male,Executive,Manager,Satisfied,Married,18711,12124,13,3,40,2,4,1,False,False,-35.20389075944632
36,No,Research & Development,3,Postgraduate,Technical Degree,1257,Satisfied,Male,Entry-level,Research Scientist,Neutral,Married,3692,9256,12,3,40,2,2,11,False,False,150.70422535211267
48,No,Research & Development,2,Undergraduate,Technical Degree,1258,Very Satisfied,Male,Entry-level,Laboratory Technician,Neutral,Single,2559,16620,11,3,40,4,2,1,False,False,549.47245017585
27,No,Research & Development,4,Undergraduate,Life Sciences,1259,Dissatisfied,Male,Entry-level,Research Scientist,Satisfied,Divorced,2517,3208,11,3,40,2,3,5,False,False,27.45331744139849
29,No,Research & Development,7,Postgraduate,Life Sciences,1260,Satisfied,Male,Junior,Healthcare Representative,Very Satisfied,Divorced,6623,4204,11,3,40,2,3,6,False,False,-36.524233730937645
48,No,Research & Development,1,Postgraduate,Life Sciences,1263,Very Satisfied,Male,Executive,Research Director,Very Satisfied,Single,18265,8733,12,3,40,3,4,1,False,False,-52.18724336162058
29,No,Research & Development,1,Postgraduate,Life Sciences,1264,Very Satisfied,Female,Senior,Research Director,Very Satisfied,Divorced,16124,3423,14,3,40,2,2,7,False,False,-78.77077648226246
34,No,Research & Development,20,Postgraduate,Technical Degree,1265,Satisfied,Female,Entry-level,Research Scientist,Satisfied,Married,2585,21643,17,3,40,5,2,1,False,False,737.2533849129594
44,No,Sales,5,Postgraduate,Marketing,1267,Neutral,Male,Executive,Manager,Neutral,Married,18213,8751,11,3,40,5,3,22,False,False,-51.95190248723439
33,No,Sales,10,Other,Marketing,1268,Very Satisfied,Male,Mid-level,Sales Executive,Satisfied,Divorced,8380,21708,14,3,40,3,3,9,False,False,159.0453460620525
